-6.471137618515723777e-02,-6.369754521569969256e+03
-6.445704132962132293e-02,-6.356744506791942513e+03
-6.404471181442560057e-02,-6.311976574509856619e+03
-6.269394887578684517e-02,-6.220000945014438003e+03
-6.278846247460148633e-02,-6.263569151208976109e+03
-6.274732947465233579e-02,-6.282803284600505322e+03
-6.253418197876899065e-02,-6.270774082710699986e+03
-6.214890792933665253e-02,-6.227047132518272520e+03
-6.167707522104483309e-02,-6.167212302867395920e+03
-6.122400038321543919e-02,-6.109576179585365026e+03
-6.090049697490522440e-02,-6.073290003693080507e+03
-6.077807497954925559e-02,-6.070635718153964262e+03
-6.085204399889372617e-02,-6.101702174056144941e+03
-6.105025087091616592e-02,-6.155604703236984278e+03
-6.120283969340167829e-02,-6.202792742034011098e+03
-6.118740972545499285e-02,-6.221481671965761961e+03
-6.097544351167612925e-02,-6.206300653244104979e+03
-6.057405585911760509e-02,-6.158033164155355735e+03
-6.009198286452058918e-02,-6.095558236353791472e+03
-5.964866219736184721e-02,-6.038548625399797857e+03
-5.936399132597230260e-02,-6.006893571901498944e+03
-5.930364486299165988e-02,-6.011364504261898219e+03
-5.945449118802797334e-02,-6.051042431815150849e+03
-5.971830470777149402e-02,-6.111376576417218530e+03
-5.989314613330366105e-02,-6.158143140842089451e+03
-5.987619063694818444e-02,-6.173715654301243376e+03
-5.963663688237123145e-02,-6.152419503468131552e+03
-5.919776239449664468e-02,-6.097736706398090064e+03
-5.869129243733884477e-02,-6.031442889025793193e+03
-5.825357688879217316e-02,-5.974949581802059583e+03
-5.800646842915400947e-02,-5.947786835732723375e+03
-5.800462093804759772e-02,-5.958484837815843093e+03
-5.823327762963460830e-02,-6.006309650265718119e+03
-5.857960035849740787e-02,-6.074809054191235191e+03
-5.876660933146940491e-02,-6.119337200839455363e+03
-5.873972708988215580e-02,-6.130890203065237984e+03
-5.846647295514850740e-02,-6.103008820671007015e+03
-5.799903154803940503e-02,-6.044091045125941491e+03
-5.746961616995627242e-02,-5.974982199654904434e+03
-5.704151521932717545e-02,-5.920143694542404774e+03
-5.685514339102368947e-02,-5.901520928444951096e+03
-5.692947001274797220e-02,-5.922201533423478395e+03
-5.723676153835483699e-02,-5.980089999942301802e+03
-5.761592001363383120e-02,-6.051576019071204428e+03
-5.777559422782392595e-02,-6.090015798180823367e+03
-5.770887005706157313e-02,-6.094514280006399531e+03
-5.736036772562440322e-02,-6.054934280076927280e+03
-5.682072448656427799e-02,-5.985303247887117323e+03
-5.627275745574072952e-02,-5.912994262311854982e+03
-5.587882581164543838e-02,-5.862138888782735194e+03
-5.578767570656546076e-02,-5.855095126821207487e+03
-5.600398354450108335e-02,-5.894500279640455119e+03
-5.638566714949114905e-02,-5.961858861849360437e+03
-5.675070732935262596e-02,-6.029007895707689386e+03
-5.688469396142134538e-02,-6.062203033342345407e+03
-5.674791991295602411e-02,-6.055395654278432630e+03
-5.630044119717462353e-02,-6.000303485833193008e+03
-5.575063584263096478e-02,-5.929303002739617114e+03
-5.520888801068677548e-02,-5.858111937146049968e+03
-5.490883437649100168e-02,-5.820720662559857374e+03
-5.493609239011429390e-02,-5.831025186528755512e+03
-5.519063554656421233e-02,-5.875799751510053284e+03
-5.562975190269713044e-02,-5.950480834027609490e+03
-5.595031159159463002e-02,-6.009495498550697448e+03
-5.599060090839964865e-02,-6.027335775732230104e+03
-5.578372225390335754e-02,-6.008242406034918531e+03
-5.530470146754536132e-02,-5.948239858534973791e+03
-5.472370947806882990e-02,-5.873238886651462053e+03
-5.422864387473185638e-02,-5.808597995721125699e+03
-5.403561340943183189e-02,-5.786771471396382367e+03
-5.409792071083455167e-02,-5.801086708524588175e+03
-5.444822389727377310e-02,-5.857619530685563404e+03
-5.492298566275503890e-02,-5.935008092924589619e+03
-5.519827385612023629e-02,-5.984521455979144775e+03
-5.522409686705365833e-02,-5.998941380986654622e+03
-5.493907499151175211e-02,-5.968256322473229375e+03
-5.441692055985536403e-02,-5.903585478797711403e+03
-5.382252035625199188e-02,-5.828512085871927411e+03
-5.336098925923443703e-02,-5.770643016093540609e+03
-5.320728468025161945e-02,-5.755082070447109800e+03
-5.336420372780630722e-02,-5.782065731888802475e+03
-5.380198147338682846e-02,-5.850360435432812665e+03
-5.427674422720529107e-02,-5.926349975930959772e+03
-5.447796419818258518e-02,-5.964088990547275898e+03
-5.440760838027736829e-02,-5.964149629773458400e+03
-5.399963262538328562e-02,-5.915327640148450882e+03
-5.341527177784072267e-02,-5.841946375778515176e+03
-5.283373755787991455e-02,-5.767607461846075239e+03
-5.250875825439192679e-02,-5.727895075971988263e+03
-5.247027940412075930e-02,-5.727224055754561959e+03
-5.274266664630297002e-02,-5.769005876771165276e+03
-5.328342158558090069e-02,-5.850432652453784613e+03
-5.370010760025640401e-02,-5.916863512975603044e+03
-5.379577549358720290e-02,-5.938857346228815913e+03
-5.362380058889849865e-02,-5.923458864236488807e+03
-5.312842555920934545e-02,-5.862279053553091217e+03
-5.252970293372000860e-02,-5.787268250086846820e+03
-5.199674795146592282e-02,-5.719902368239755560e+03
-5.174721446550588355e-02,-5.690396545678650000e+03
-5.186692637117632648e-02,-5.709454340528930516e+03
-5.229249927947559468e-02,-5.772212233238184126e+03
-5.286616736454029242e-02,-5.858745783601445510e+03
-5.318481810893447431e-02,-5.911627308286623702e+03
-5.317531543179163794e-02,-5.920081045647856627e+03
-5.285257352114385715e-02,-5.884316003542287035e+03
-5.226825091860337613e-02,-5.812685904471183676e+03
-5.161164688324637595e-02,-5.730963707737384539e+03
